Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active
73030,33,0,31,08/22/2020,4362,7.565337001375516,0.0,2
73762,32,0,29,08/22/2020,2142,14.939309056956116,0.0,3
73150,32,1,26,08/22/2020,4770,6.7085953878406706,0.20964360587002095,5
73527,31,0,30,08/22/2020,5284,5.866767600302801,0.0,1
73538,31,0,29,08/22/2020,6016,5.152925531914893,0.0,2
74651,30,1,28,08/22/2020,847,35.41912632821724,1.1806375442739079,1
74966,30,0,21,08/22/2020,3663,8.19000819000819,0.0,9
74631,30,1,25,08/22/2020,7482,4.0096230954290295,0.13365410318096765,4
74051,30,1,27,08/22/2020,2027,14.80019733596448,0.49333991119881604,2
74930,29,0,28,08/22/2020,2261,12.826183104820876,0.0,1
73028,29,0,27,08/22/2020,3651,7.9430293070391675,0.0,2
73054,29,0,21,08/22/2020,4271,6.789978927651603,0.0,8
74435,29,1,22,08/22/2020,3269,8.871214438666259,0.3059039461609055,6
74733,29,0,25,08/22/2020,3161,9.174311926605505,0.0,4
74729,28,0,27,08/22/2020,2925,9.572649572649572,0.0,1
74347,28,0,23,08/22/2020,2927,9.566108643662453,0.0,5
73145,28,0,22,08/22/2020,3277,8.544400366188587,0.0,6
74964,27,0,23,08/22/2020,2709,9.966777408637872,0.0,4
73460,27,0,19,08/22/2020,4609,5.858103710132349,0.0,8
74342,27,0,25,08/22/2020,3089,8.740692780835223,0.0,2
74637,27,0,27,08/22/2020,1706,15.826494724501757,0.0,0
74454,27,0,17,08/22/2020,3294,8.196721311475411,0.0,10
74455,27,1,20,08/22/2020,3093,8.729388942774007,0.3233107015842225,6
73772,26,0,16,08/22/2020,3997,6.5048786589942456,0.0,10
74940,26,0,19,08/22/2020,2885,9.01213171577123,0.0,7
73006,26,1,21,08/22/2020,3178,8.18124606670862,0.3146633102580239,4
73007,25,0,18,08/22/2020,2349,10.642826734780758,0.0,7
74561,25,0,6,08/22/2020,1943,12.866700977869275,0.0,19
74463,25,0,8,08/22/2020,2145,11.655011655011656,0.0,17
73057,24,0,19,08/22/2020,2282,10.5170902716915,0.0,5
74080,24,0,16,08/22/2020,2961,8.105369807497468,0.0,8
74855,24,0,22,08/22/2020,4720,5.084745762711864,0.0,2
74022,23,0,22,08/22/2020,1864,12.339055793991417,0.0,1
73737,23,0,22,08/22/2020,3521,6.532235160465777,0.0,1
74536,23,0,22,08/22/2020,1557,14.771997430956969,0.0,1
74002,23,2,20,08/22/2020,1953,11.776753712237584,1.0240655401945724,1
73463,22,0,22,08/22/2020,3451,6.374963778614894,0.0,0
74364,22,0,19,08/22/2020,1847,11.911207363291824,0.0,3
74860,22,0,17,08/22/2020,1784,12.331838565022421,0.0,5
73950,21,0,21,08/22/2020,1408,14.914772727272728,0.0,0
74941,21,0,13,08/22/2020,2759,7.611453425154041,0.0,8
73526,21,0,20,08/22/2020,2385,8.80503144654088,0.0,1
74849,21,1,17,08/22/2020,3061,6.860503103560927,0.32669062397909177,3
73015,21,1,17,08/22/2020,3011,6.9744271006310194,0.33211557622052473,3
73433,21,0,20,08/22/2020,3002,6.995336442371753,0.0,1
74932,21,0,16,08/22/2020,2397,8.760951188986233,0.0,5
73131,21,0,18,08/22/2020,3823,5.493068270991367,0.0,3
73038,20,0,18,08/22/2020,1924,10.395010395010395,0.0,2
73443,20,1,17,08/22/2020,3885,5.148005148005148,0.2574002574002574,2
74332,20,1,17,08/22/2020,1679,11.911852293031567,0.5955926146515784,2
74363,20,0,15,08/22/2020,2879,6.946856547412295,0.0,5
74431,20,0,15,08/22/2020,889,22.497187851518557,0.0,5
74727,20,0,12,08/22/2020,1810,11.049723756906078,0.0,8
73042,19,1,16,08/22/2020,1116,17.025089605734767,0.8960573476702509,2
73098,19,1,18,08/22/2020,4394,4.32407828857533,0.2275830678197542,0
73717,19,0,17,08/22/2020,7031,2.702318304650832,0.0,2
73151,19,0,19,08/22/2020,1861,10.209564750134335,0.0,0
74032,18,0,16,08/22/2020,2146,8.387698042870456,0.0,2
74050,18,0,9,08/22/2020,356,50.561797752808985,0.0,9
73951,18,0,15,08/22/2020,1117,16.11459265890779,0.0,3
73543,18,0,16,08/22/2020,1529,11.772400261608896,0.0,2
74061,18,0,13,08/22/2020,2025,8.88888888888889,0.0,5
74028,18,1,14,08/22/2020,1708,10.53864168618267,0.585480093676815,3
74330,17,0,13,08/22/2020,3331,5.103572500750525,0.0,4
74726,17,1,14,08/22/2020,2345,7.249466950959489,0.42643923240938164,2
74450,17,0,13,08/22/2020,1846,9.209100758396533,0.0,4
74854,17,0,16,08/22/2020,1983,8.572869389813414,0.0,1
74470,17,0,12,08/22/2020,1488,11.4247311827957,0.0,5
74030,17,0,11,08/22/2020,3771,4.508088040307611,0.0,6
74880,16,1,13,08/22/2020,1958,8.171603677221656,0.5107252298263535,2
74840,16,0,13,08/22/2020,2003,7.98801797304044,0.0,3
73852,16,0,4,08/22/2020,2351,6.8056146320714594,0.0,12
74452,16,0,7,08/22/2020,386,41.45077720207254,0.0,9
74736,16,0,16,08/22/2020,1122,14.260249554367201,0.0,0
73016,16,0,15,08/22/2020,1714,9.334889148191364,0.0,1
73572,15,0,13,08/22/2020,3633,4.1288191577208915,0.0,2
74469,15,0,11,08/22/2020,2557,5.866249511145875,0.0,4
73939,15,0,13,08/22/2020,1709,8.777062609713282,0.0,2
74901,15,0,11,08/22/2020,1872,8.012820512820513,0.0,4
73017,15,0,13,08/22/2020,1568,9.566326530612246,0.0,2
73651,15,0,10,08/22/2020,3968,3.780241935483871,0.0,5
74871,15,1,11,08/22/2020,2483,6.041079339508658,0.4027386226339106,3
73560,15,0,14,08/22/2020,839,17.878426698450536,0.0,1
74735,15,0,15,08/22/2020,1482,10.121457489878543,0.0,0
73059,14,0,14,08/22/2020,2916,4.801097393689987,0.0,0
73573,14,0,13,08/22/2020,2479,5.647438483259379,0.0,1
74553,14,0,10,08/22/2020,1249,11.20896717373899,0.0,4
73029,14,1,13,08/22/2020,1632,8.578431372549021,0.6127450980392157,0
74825,14,1,12,08/22/2020,2099,6.669842782277275,0.4764173415912339,1
74038,14,0,12,08/22/2020,2123,6.5944418276024495,0.0,2
74881,13,0,10,08/22/2020,5282,2.4611889435819765,0.0,3
74826,13,0,9,08/22/2020,1133,11.473962930273611,0.0,4
73933,13,0,1,08/22/2020,1504,8.643617021276595,0.0,12
74563,13,0,9,08/22/2020,1963,6.622516556291391,0.0,4
74546,13,0,8,08/22/2020,712,18.258426966292134,0.0,5
73002,13,0,11,08/22/2020,906,14.34878587196468,0.0,2
73082,13,0,10,08/22/2020,3135,4.146730462519936,0.0,3
74085,13,0,13,08/22/2020,2223,5.847953216374268,0.0,0
74936,13,0,8,08/22/2020,1090,11.926605504587156,0.0,5
73040,13,0,12,08/22/2020,1821,7.1389346512905,0.0,1
74653,13,0,13,08/22/2020,3740,3.4759358288770055,0.0,0
73738,12,0,10,08/22/2020,1201,9.991673605328893,0.0,2
74647,12,1,9,08/22/2020,3586,3.3463469046291134,0.2788622420524261,2
74957,12,1,6,08/22/2020,1198,10.016694490818029,0.8347245409015025,5
73620,12,0,6,08/22/2020,1582,7.585335018963337,0.0,6
74369,12,0,11,08/22/2020,2047,5.862237420615535,0.0,1
74574,12,0,11,08/22/2020,1264,9.49367088607595,0.0,1
73552,12,0,11,08/22/2020,1512,7.936507936507936,0.0,1
73450,12,0,4,08/22/2020,1344,8.928571428571429,0.0,8
73453,12,0,12,08/22/2020,503,23.856858846918488,0.0,0
73624,12,0,10,08/22/2020,2335,5.139186295503212,0.0,2
73541,11,0,10,08/22/2020,2714,4.053058216654384,0.0,1
73456,11,0,10,08/22/2020,2113,5.205868433506862,0.0,1
73061,11,0,9,08/22/2020,1659,6.630500301386378,0.0,2
73773,11,0,10,08/22/2020,2040,5.3921568627450975,0.0,1
73568,11,2,5,08/22/2020,1060,10.377358490566037,1.8867924528301887,4
74554,11,0,10,08/22/2020,1738,6.329113924050633,0.0,1
73570,11,0,11,08/22/2020,1083,10.156971375807942,0.0,0
73932,11,0,9,08/22/2020,2304,4.774305555555556,0.0,2
74027,11,0,9,08/22/2020,1060,10.377358490566037,0.0,2
74641,11,1,8,08/22/2020,637,17.26844583987441,1.5698587127158556,2
74425,10,0,8,08/22/2020,1448,6.906077348066298,0.0,2
74723,10,0,9,08/22/2020,1399,7.147962830593281,0.0,1
73663,10,0,4,08/22/2020,1384,7.22543352601156,0.0,6
74956,10,0,8,08/22/2020,1739,5.7504312823461765,0.0,2
74951,10,0,7,08/22/2020,1307,7.651109410864575,0.0,3
74565,10,0,9,08/22/2020,706,14.164305949008499,0.0,1
74865,10,0,8,08/22/2020,1791,5.583472920156337,0.0,2
74872,10,0,9,08/22/2020,3263,3.0646644192460926,0.0,1
74944,10,0,9,08/22/2020,1195,8.368200836820083,0.0,1
74734,10,0,6,08/22/2020,1157,8.64304235090752,0.0,4
74731,10,0,8,08/22/2020,1438,6.954102920723227,0.0,2
74358,10,0,10,08/22/2020,245,40.816326530612244,0.0,0
73004,10,0,8,08/22/2020,1013,9.871668311944719,0.0,2
73432,9,0,7,08/22/2020,1141,7.887817703768623,0.0,2
73447,9,0,9,08/22/2020,1319,6.823351023502654,0.0,0
73566,9,0,7,08/22/2020,1862,4.833512352309345,0.0,2
74832,9,0,9,08/22/2020,902,9.977827050997782,0.0,0
73459,9,0,5,08/22/2020,1063,8.466603951081844,0.0,4
73565,9,0,8,08/22/2020,998,9.01803607214429,0.0,1
74072,9,0,9,08/22/2020,1803,4.9916805324459235,0.0,0
74878,9,0,8,08/22/2020,1397,6.442376521116679,0.0,1
73438,9,0,6,08/22/2020,3480,2.586206896551724,0.0,3
73074,9,0,8,08/22/2020,1095,8.21917808219178,0.0,1
74349,9,0,5,08/22/2020,312,28.846153846153847,0.0,4
74471,9,0,5,08/22/2020,1635,5.5045871559633035,0.0,4
73628,8,1,6,08/22/2020,1655,4.833836858006042,0.6042296072507553,1
74081,8,0,6,08/22/2020,1823,4.3883708173340645,0.0,2
74741,8,0,8,08/22/2020,997,8.02407221664995,0.0,0
73048,8,0,7,08/22/2020,2438,3.281378178835111,0.0,1
73848,8,0,7,08/22/2020,2408,3.3222591362126246,0.0,1
74738,8,0,6,08/22/2020,686,11.661807580174926,0.0,2
