Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active,Date
73110,329,5,268,08/25/2020,33383,9.855315579786119,0.14977683251954588,56,08/25/2020 11:00AM
74745,323,5,275,08/25/2020,9499,34.00357932413938,0.5263711969681019,43,08/25/2020 11:00AM
73401,321,4,283,08/25/2020,35952,8.928571428571429,0.11125945705384957,34,08/25/2020 11:00AM
73505,312,5,274,08/25/2020,48713,6.404861125366946,0.10264200521421386,33,08/25/2020 11:00AM
74033,292,3,256,08/25/2020,11999,24.335361280106678,0.25002083506958916,33,08/25/2020 11:00AM
73008,287,1,255,08/25/2020,20240,14.179841897233201,0.04940711462450593,31,08/25/2020 11:00AM
74403,285,10,217,08/25/2020,30573,9.32195074084977,0.32708599090700946,58,08/25/2020 11:00AM
74063,285,4,250,08/25/2020,31703,8.989685518720627,0.12617102482414916,31,08/25/2020 11:00AM
74106,279,4,232,08/25/2020,18075,15.435684647302903,0.22130013831258644,43,08/25/2020 11:00AM
74960,278,5,204,08/25/2020,13497,20.597169741424022,0.37045269319107954,69,08/25/2020 11:00AM
73114,269,2,233,08/25/2020,18312,14.689820882481433,0.109217999126256,34,08/25/2020 11:00AM
73135,267,4,232,08/25/2020,22790,11.715664765247917,0.17551557700745943,31,08/25/2020 11:00AM
74107,264,6,224,08/25/2020,19734,13.377926421404682,0.3040437823046519,34,08/25/2020 11:00AM
74429,262,13,226,08/25/2020,15208,17.227774855339295,0.8548132561809574,23,08/25/2020 11:00AM
73051,258,2,221,08/25/2020,10399,24.81007789210501,0.19232618521011635,35,08/25/2020 11:00AM
74851,255,1,67,08/25/2020,10783,23.648335342669018,0.09273856997125104,187,08/25/2020 11:00AM
74075,253,1,222,08/25/2020,24891,10.16431641958941,0.040175163713792136,30,08/25/2020 11:00AM
74354,251,3,209,08/25/2020,17926,14.00200825616423,0.16735468035256051,39,08/25/2020 11:00AM
74019,245,3,217,08/25/2020,18185,13.472642287599669,0.16497113005224087,25,08/25/2020 11:00AM
73018,244,4,224,08/25/2020,20214,12.070841990699517,0.19788265558523796,16,08/25/2020 11:00AM
73036,242,3,181,08/25/2020,20920,11.567877629063098,0.14340344168260039,58,08/25/2020 11:00AM
73501,239,3,228,08/25/2020,20617,11.592375224329437,0.145510986079449,8,08/25/2020 11:00AM
73122,238,2,209,08/25/2020,12789,18.60974274767378,0.1563843928375948,27,08/25/2020 11:00AM
73064,236,2,211,08/25/2020,23526,10.031454560911332,0.08501232678738417,23,08/25/2020 11:00AM
74021,233,1,196,08/25/2020,19907,11.70442557894208,0.05023358617571708,36,08/25/2020 11:00AM
74070,227,7,195,08/25/2020,15183,14.950931963380096,0.4610419548178884,25,08/25/2020 11:00AM
73169,222,1,140,08/25/2020,2247,98.79839786381842,0.4450378282153983,81,08/25/2020 11:00AM
74447,220,2,184,08/25/2020,16391,13.42199987798182,0.12201818070892563,34,08/25/2020 11:00AM
73005,217,5,161,08/25/2020,9585,22.639540949400104,0.5216484089723527,51,08/25/2020 11:00AM
73130,216,2,184,08/25/2020,20604,10.483401281304602,0.09706853038245,30,08/25/2020 11:00AM
74801,216,1,178,08/25/2020,22194,9.732360097323602,0.045057222672794446,37,08/25/2020 11:00AM
74344,208,16,171,08/25/2020,15322,13.575251272679807,1.0442500978984468,21,08/25/2020 11:00AM
73115,208,2,174,08/25/2020,21032,9.8896918980601,0.09509319132750095,32,08/25/2020 11:00AM
73106,208,2,185,08/25/2020,12683,16.39990538516124,0.1576913979342427,21,08/25/2020 11:00AM
73142,207,5,178,08/25/2020,14302,14.473500209760871,0.34960145434205003,24,08/25/2020 11:00AM
74127,206,1,181,08/25/2020,15724,13.100992113965912,0.0635970490969219,24,08/25/2020 11:00AM
73080,205,3,179,08/25/2020,9436,21.72530733361594,0.317931326833404,23,08/25/2020 11:00AM
74114,204,4,179,08/25/2020,16175,12.612055641421946,0.2472952086553323,21,08/25/2020 11:00AM
74104,203,1,173,08/25/2020,11454,17.723066177754497,0.08730574471800244,29,08/25/2020 11:00AM
73020,199,2,169,08/25/2020,23966,8.303429858966869,0.08345155637152633,28,08/25/2020 11:00AM
74132,198,2,182,08/25/2020,9252,21.40077821011673,0.21616947686986596,14,08/25/2020 11:00AM
74955,191,2,144,08/25/2020,15122,12.630604417405106,0.1322576378785875,45,08/25/2020 11:00AM
74437,188,2,155,08/25/2020,9822,19.140704540826714,0.20362451639177356,31,08/25/2020 11:00AM
73118,187,3,155,08/25/2020,14087,13.274650386881522,0.21296230567189608,29,08/25/2020 11:00AM
73003,183,3,165,08/25/2020,24147,7.578581190209964,0.12423903590508137,15,08/25/2020 11:00AM
74820,175,0,157,08/25/2020,31480,5.559085133418043,0.0,18,08/25/2020 11:00AM
74743,174,1,152,08/25/2020,8397,20.72168631654162,0.11909015124449208,21,08/25/2020 11:00AM
74804,170,6,137,08/25/2020,20867,8.146834715100397,0.2875353428858964,27,08/25/2020 11:00AM
73601,168,0,128,08/25/2020,10238,16.409454971674155,0.0,40,08/25/2020 11:00AM
74467,166,5,134,08/25/2020,15147,10.959265861226644,0.3300983693140556,27,08/25/2020 11:00AM
74035,163,2,60,08/25/2020,4223,38.59815297182098,0.4735969689793985,101,08/25/2020 11:00AM
74003,163,8,144,08/25/2020,14194,11.483725517824432,0.5636184303226716,11,08/25/2020 11:00AM
73010,159,1,137,08/25/2020,19735,8.056751963516595,0.05067139599695972,21,08/25/2020 11:00AM
73111,155,2,126,08/25/2020,11368,13.634764250527796,0.17593244194229415,27,08/25/2020 11:00AM
73533,153,1,126,08/25/2020,27582,5.54709593212965,0.036255528968167645,26,08/25/2020 11:00AM
74108,150,0,132,08/25/2020,7612,19.70572779821335,0.0,18,08/25/2020 11:00AM
74948,141,1,103,08/25/2020,11862,11.886697015680323,0.08430281571404485,37,08/25/2020 11:00AM
74848,138,2,100,08/25/2020,7911,17.444065225635192,0.2528125395019593,36,08/25/2020 11:00AM
73044,136,0,119,08/25/2020,23525,5.781083953241232,0.0,17,08/25/2020 11:00AM
74953,135,0,92,08/25/2020,12052,11.201460338533025,0.0,43,08/25/2020 11:00AM
73507,134,2,119,08/25/2020,22480,5.96085409252669,0.08896797153024912,13,08/25/2020 11:00AM
73068,133,1,119,08/25/2020,12458,10.67587092631241,0.08026970621287526,13,08/25/2020 11:00AM
73065,133,1,117,08/25/2020,8404,15.825797239409804,0.11899095668729176,15,08/25/2020 11:00AM
73116,132,0,120,08/25/2020,9205,14.34003259098316,0.0,12,08/25/2020 11:00AM
74401,132,2,102,08/25/2020,15972,8.264462809917356,0.12521913348359628,28,08/25/2020 11:00AM
74116,131,0,123,08/25/2020,4044,32.39366963402571,0.0,8,08/25/2020 11:00AM
73089,128,2,108,08/25/2020,12689,10.087477342580188,0.15761683347781544,18,08/25/2020 11:00AM
74884,128,1,106,08/25/2020,5731,22.33467108707032,0.17448961786773687,21,08/25/2020 11:00AM
74601,127,4,107,08/25/2020,19051,6.666316728780641,0.20996273161513831,16,08/25/2020 11:00AM
74010,126,4,112,08/25/2020,10669,11.809916580747963,0.37491798669041143,10,08/25/2020 11:00AM
74126,124,2,112,08/25/2020,10472,11.841100076394193,0.19098548510313215,10,08/25/2020 11:00AM
73025,124,0,119,08/25/2020,13019,9.524541055380597,0.0,5,08/25/2020 11:00AM
74361,123,2,108,08/25/2020,16590,7.414104882459313,0.12055455093429777,13,08/25/2020 11:00AM
74868,122,3,91,08/25/2020,13443,9.07535520345161,0.2231644722160232,28,08/25/2020 11:00AM
74023,121,1,90,08/25/2020,11396,10.617760617760617,0.08775008775008775,30,08/25/2020 11:00AM
73047,120,0,116,08/25/2020,5135,23.369036027263874,0.0,4,08/25/2020 11:00AM
74937,118,1,93,08/25/2020,5492,21.485797523670794,0.1820830298616169,24,08/25/2020 11:00AM
73075,116,1,105,08/25/2020,9564,12.128816394813885,0.10455876202425762,10,08/25/2020 11:00AM
73179,116,1,102,08/25/2020,5299,21.890922815625586,0.1887148518588413,13,08/25/2020 11:00AM
74432,114,2,89,08/25/2020,9278,12.287130847165338,0.2155636990730761,23,08/25/2020 11:00AM
73742,112,0,48,08/25/2020,4384,25.547445255474454,0.0,64,08/25/2020 11:00AM
74462,110,2,47,08/25/2020,7495,14.67645096731154,0.266844563042028,61,08/25/2020 11:00AM
73945,108,0,106,08/25/2020,2884,37.44798890429958,0.0,2,08/25/2020 11:00AM
74020,107,3,80,08/25/2020,7371,14.516347849681184,0.40700040700040696,24,08/25/2020 11:00AM
74346,104,1,94,08/25/2020,7479,13.905602353255784,0.13370771493515177,9,08/25/2020 11:00AM
74426,102,2,92,08/25/2020,9688,10.528488852188273,0.20644095788604458,8,08/25/2020 11:00AM
73149,102,0,85,08/25/2020,5082,20.070838252656433,0.0,17,08/25/2020 11:00AM
73026,102,3,90,08/25/2020,10338,9.866511897852583,0.2901915264074289,9,08/25/2020 11:00AM
73128,100,0,88,08/25/2020,4757,21.021652301870926,0.0,12,08/25/2020 11:00AM
74604,98,4,83,08/25/2020,12597,7.779630070651742,0.31753592125109154,11,08/25/2020 11:00AM
74015,98,0,90,08/25/2020,8834,11.093502377179082,0.0,8,08/25/2020 11:00AM
74834,96,4,40,08/25/2020,7712,12.448132780082986,0.5186721991701245,52,08/25/2020 11:00AM
74962,96,2,82,08/25/2020,4490,21.380846325167038,0.44543429844098,12,08/25/2020 11:00AM
74331,92,0,81,08/25/2020,7218,12.745912995289554,0.0,11,08/25/2020 11:00AM
73078,92,1,83,08/25/2020,10718,8.583690987124463,0.09330098899048331,8,08/25/2020 11:00AM
73096,90,0,75,08/25/2020,13684,6.577024261911721,0.0,15,08/25/2020 11:00AM
73084,89,1,74,08/25/2020,6878,12.939808083745275,0.14539110206455363,14,08/25/2020 11:00AM
73446,89,1,80,08/25/2020,8482,10.492808299929262,0.11789672247111531,8,08/25/2020 11:00AM
73134,88,1,78,08/25/2020,5573,15.790418087206174,0.17943656917279743,9,08/25/2020 11:00AM
74352,82,0,67,08/25/2020,6756,12.137359384251036,0.0,15,08/25/2020 11:00AM
73554,81,8,67,08/25/2020,3326,24.353577871316897,2.4052916416115453,6,08/25/2020 11:00AM
74434,80,3,65,08/25/2020,8583,9.320750320400792,0.34952813701502966,12,08/25/2020 11:00AM
73750,80,0,67,08/25/2020,7485,10.68804275217101,0.0,13,08/25/2020 11:00AM
74120,78,0,72,08/25/2020,4988,15.637530072173215,0.0,6,08/25/2020 11:00AM
74073,76,1,66,08/25/2020,5459,13.921963729620808,0.18318373328448434,9,08/25/2020 11:00AM
73644,74,1,50,08/25/2020,14668,5.044995909462776,0.06817562039814562,23,08/25/2020 11:00AM
74857,74,1,63,08/25/2020,8911,8.304342946919537,0.11222085063404781,10,08/25/2020 11:00AM
74525,73,0,58,08/25/2020,9492,7.690686894226717,0.0,15,08/25/2020 11:00AM
74365,73,1,54,08/25/2020,4479,16.29828086626479,0.22326412145568209,18,08/25/2020 11:00AM
74047,73,1,58,08/25/2020,7317,9.97676643433101,0.13666803334700012,14,08/25/2020 11:00AM
73105,72,0,59,08/25/2020,5409,13.311148086522463,0.0,13,08/25/2020 11:00AM
74965,71,1,61,08/25/2020,5055,14.045499505440159,0.19782393669634024,9,08/25/2020 11:00AM
74036,71,3,60,08/25/2020,7378,9.623204120357821,0.4066142586066685,8,08/25/2020 11:00AM
74301,70,1,61,08/25/2020,11499,6.087485868336377,0.08696408383337682,8,08/25/2020 11:00AM
74766,70,0,54,08/25/2020,1556,44.987146529562985,0.0,16,08/25/2020 11:00AM
73103,69,1,58,08/25/2020,4924,14.012997562956945,0.20308692120227456,10,08/25/2020 11:00AM
74029,69,1,61,08/25/2020,4971,13.88050694025347,0.20116676725005028,7,08/25/2020 11:00AM
74436,69,0,47,08/25/2020,5718,12.067156348373556,0.0,22,08/25/2020 11:00AM
74016,69,0,61,08/25/2020,5697,12.111637704054766,0.0,8,08/25/2020 11:00AM
74959,68,1,51,08/25/2020,7150,9.51048951048951,0.13986013986013987,16,08/25/2020 11:00AM
73045,67,0,58,08/25/2020,11293,5.932878774462056,0.0,9,08/25/2020 11:00AM
74730,66,0,57,08/25/2020,4800,13.75,0.0,9,08/25/2020 11:00AM
74103,66,0,52,08/25/2020,2134,30.927835051546392,0.0,14,08/25/2020 11:00AM
74571,65,2,59,08/25/2020,3486,18.64601262191624,0.5737234652897303,4,08/25/2020 11:00AM
73052,64,2,60,08/25/2020,6673,9.590888655777011,0.2997152704930316,2,08/25/2020 11:00AM
73117,64,0,52,08/25/2020,5680,11.267605633802818,0.0,12,08/25/2020 11:00AM
74044,64,1,53,08/25/2020,7354,8.702746804460157,0.13598041881968995,10,08/25/2020 11:00AM
74873,64,0,46,08/25/2020,11863,5.394925398297227,0.0,18,08/25/2020 11:00AM
74337,62,4,49,08/25/2020,4913,12.61958070425402,0.8141664970486464,9,08/25/2020 11:00AM
73165,62,1,58,08/25/2020,6720,9.226190476190476,0.14880952380952384,3,08/25/2020 11:00AM
73448,61,0,51,08/25/2020,6295,9.690230341540905,0.0,10,08/25/2020 11:00AM
74058,60,0,53,08/25/2020,3946,15.205271160669032,0.0,7,08/25/2020 11:00AM
74119,59,0,56,08/25/2020,3157,18.688628444726003,0.0,3,08/25/2020 11:00AM
74864,57,0,47,08/25/2020,5149,11.07011070110701,0.0,10,08/25/2020 11:00AM
73949,56,0,48,08/25/2020,1523,36.769533814839136,0.0,8,08/25/2020 11:00AM
74451,56,0,40,08/25/2020,4543,12.326656394453005,0.0,16,08/25/2020 11:00AM
74039,55,2,47,08/25/2020,3769,14.592730167153091,0.5306447333510215,6,08/25/2020 11:00AM
74339,55,0,50,08/25/2020,2357,23.33474756045821,0.0,5,08/25/2020 11:00AM
74578,54,1,50,08/25/2020,6138,8.797653958944283,0.16291951775822744,3,08/25/2020 11:00AM
73104,54,0,51,08/25/2020,2287,23.611718408395276,0.0,3,08/25/2020 11:00AM
74523,54,1,47,08/25/2020,6022,8.967120557954168,0.16605778811026237,6,08/25/2020 11:00AM
73086,54,0,50,08/25/2020,8687,6.216185104178658,0.0,4,08/25/2020 11:00AM
74338,54,1,46,08/25/2020,5353,10.087801232953483,0.18681113394358304,7,08/25/2020 11:00AM
74445,54,0,45,08/25/2020,2963,18.22477219034762,0.0,9,08/25/2020 11:00AM
73801,53,0,38,08/25/2020,15529,3.4129692832764507,0.0,15,08/25/2020 11:00AM
73049,52,2,44,08/25/2020,5858,8.87674974393991,0.3414134516899966,6,08/25/2020 11:00AM
74130,51,1,45,08/25/2020,2030,25.123152709359605,0.4926108374384236,5,08/25/2020 11:00AM
74370,51,1,46,08/25/2020,3594,14.190317195325543,0.2782415136338342,4,08/25/2020 11:00AM
74547,51,0,38,08/25/2020,3437,14.83852196683154,0.0,13,08/25/2020 11:00AM
73542,51,1,47,08/25/2020,4501,11.330815374361253,0.22217285047767163,3,08/25/2020 11:00AM
74048,49,1,35,08/25/2020,6213,7.886689200064381,0.16095284081764044,13,08/25/2020 11:00AM
74053,49,0,43,08/25/2020,4539,10.795329367702138,0.0,6,08/25/2020 11:00AM
74902,48,0,28,08/25/2020,4102,11.701608971233545,0.0,20,08/25/2020 11:00AM
74740,47,2,39,08/25/2020,2289,20.532983835736133,0.873743993010048,6,08/25/2020 11:00AM
74059,47,1,37,08/25/2020,5664,8.298022598870057,0.1765536723163842,9,08/25/2020 11:00AM
73009,46,8,38,08/25/2020,1308,35.16819571865443,6.116207951070336,0,08/25/2020 11:00AM
73093,46,0,37,08/25/2020,3054,15.062213490504258,0.0,9,08/25/2020 11:00AM
74421,46,0,45,08/25/2020,4717,9.75196099215603,0.0,1,08/25/2020 11:00AM
74079,46,0,41,08/25/2020,4248,10.828625235404896,0.0,5,08/25/2020 11:00AM
74441,45,1,40,08/25/2020,5855,7.685738684884714,0.1707941929974381,4,08/25/2020 11:00AM
74764,44,0,42,08/25/2020,3814,11.536444677503933,0.0,2,08/25/2020 11:00AM
74859,42,1,32,08/25/2020,6032,6.962864721485412,0.16578249336870027,9,08/25/2020 11:00AM
73662,41,0,16,08/25/2020,6447,6.359547076159454,0.0,25,08/25/2020 11:00AM
74056,40,0,33,08/25/2020,5152,7.763975155279503,0.0,7,08/25/2020 11:00AM
74954,40,0,27,08/25/2020,5194,7.701193685021178,0.0,13,08/25/2020 11:00AM
73173,40,0,39,08/25/2020,3014,13.271400132714001,0.0,1,08/25/2020 11:00AM
73121,39,0,31,08/25/2020,3558,10.961214165261383,0.0,8,08/25/2020 11:00AM
73141,39,0,39,08/25/2020,2600,15.0,0.0,0,08/25/2020 11:00AM
74343,38,0,31,08/25/2020,3067,12.3899576133029,0.0,7,08/25/2020 11:00AM
73077,38,0,33,08/25/2020,6808,5.581668625146886,0.0,5,08/25/2020 11:00AM
74463,38,0,9,08/25/2020,2145,17.715617715617718,0.0,29,08/25/2020 11:00AM
73055,37,0,35,08/25/2020,10034,3.687462627067969,0.0,2,08/25/2020 11:00AM
74883,36,0,33,08/25/2020,2453,14.675907052588666,0.0,3,08/25/2020 11:00AM
73439,36,0,33,08/25/2020,7610,4.730617608409987,0.0,3,08/25/2020 11:00AM
73550,36,0,28,08/25/2020,2313,15.56420233463035,0.0,8,08/25/2020 11:00AM
74538,36,0,31,08/25/2020,4105,8.76979293544458,0.0,5,08/25/2020 11:00AM
74966,35,0,21,08/25/2020,3663,9.555009555009555,0.0,14,08/25/2020 11:00AM
73449,35,1,28,08/25/2020,3106,11.268512556342563,0.3219575016097875,6,08/25/2020 11:00AM
73095,35,0,33,08/25/2020,1911,18.315018315018317,0.0,2,08/25/2020 11:00AM
74131,35,0,32,08/25/2020,2708,12.924667651403249,0.0,3,08/25/2020 11:00AM
73529,35,1,31,08/25/2020,5440,6.4338235294117645,0.1838235294117647,3,08/25/2020 11:00AM
74931,34,0,29,08/25/2020,1165,29.184549356223176,0.0,5,08/25/2020 11:00AM
73030,34,0,33,08/25/2020,4362,7.794589637780835,0.0,1,08/25/2020 11:00AM
74041,33,0,33,08/25/2020,2852,11.570827489481065,0.0,0,08/25/2020 11:00AM
73538,33,0,31,08/25/2020,6016,5.485372340425532,0.0,2,08/25/2020 11:00AM
73527,33,0,32,08/25/2020,5284,6.245268735806207,0.0,1,08/25/2020 11:00AM
73762,32,0,29,08/25/2020,2142,14.939309056956116,0.0,3,08/25/2020 11:00AM
73028,32,0,28,08/25/2020,3651,8.764721993974254,0.0,4,08/25/2020 11:00AM
73150,32,1,27,08/25/2020,4770,6.7085953878406706,0.20964360587002095,4,08/25/2020 11:00AM
74631,32,1,28,08/25/2020,7482,4.276931301790965,0.13365410318096765,3,08/25/2020 11:00AM
74651,31,1,28,08/25/2020,847,36.599763872491145,1.1806375442739079,2,08/25/2020 11:00AM
74051,30,1,28,08/25/2020,2027,14.80019733596448,0.49333991119881604,1,08/25/2020 11:00AM
74733,30,0,27,08/25/2020,3161,9.490667510281556,0.0,3,08/25/2020 11:00AM
73460,30,0,21,08/25/2020,4609,6.509004122369277,0.0,9,08/25/2020 11:00AM
74455,29,1,22,08/25/2020,3093,9.37601034594245,0.3233107015842225,6,08/25/2020 11:00AM
73145,29,0,24,08/25/2020,3277,8.849557522123893,0.0,5,08/25/2020 11:00AM
74729,29,0,28,08/25/2020,2925,9.914529914529915,0.0,1,08/25/2020 11:00AM
73772,29,0,18,08/25/2020,3997,7.25544158118589,0.0,11,08/25/2020 11:00AM
74930,29,0,28,08/25/2020,2261,12.826183104820876,0.0,1,08/25/2020 11:00AM
73054,29,0,26,08/25/2020,4271,6.789978927651603,0.0,3,08/25/2020 11:00AM
74435,29,1,24,08/25/2020,3269,8.871214438666259,0.3059039461609055,4,08/25/2020 11:00AM
74454,28,0,17,08/25/2020,3294,8.500303582270794,0.0,11,08/25/2020 11:00AM
74964,27,0,24,08/25/2020,2709,9.966777408637872,0.0,3,08/25/2020 11:00AM
74940,27,0,20,08/25/2020,2885,9.358752166377815,0.0,7,08/25/2020 11:00AM
74342,27,0,25,08/25/2020,3089,8.740692780835223,0.0,2,08/25/2020 11:00AM
74637,27,0,27,08/25/2020,1706,15.826494724501757,0.0,0,08/25/2020 11:00AM
74347,27,0,23,08/25/2020,2927,9.224461906388793,0.0,4,08/25/2020 11:00AM
73006,26,1,22,08/25/2020,3178,8.18124606670862,0.3146633102580239,3,08/25/2020 11:00AM
74855,26,0,23,08/25/2020,4720,5.508474576271186,0.0,3,08/25/2020 11:00AM
73007,25,0,19,08/25/2020,2349,10.642826734780758,0.0,6,08/25/2020 11:00AM
74561,25,0,8,08/25/2020,1943,12.866700977869275,0.0,17,08/25/2020 11:00AM
73057,24,0,20,08/25/2020,2282,10.5170902716915,0.0,4,08/25/2020 11:00AM
73463,23,0,22,08/25/2020,3451,6.664734859461026,0.0,1,08/25/2020 11:00AM
73737,23,0,22,08/25/2020,3521,6.532235160465777,0.0,1,08/25/2020 11:00AM
74860,23,0,18,08/25/2020,1784,12.892376681614351,0.0,5,08/25/2020 11:00AM
74002,23,2,20,08/25/2020,1953,11.776753712237584,1.0240655401945724,1,08/25/2020 11:00AM
74536,23,0,22,08/25/2020,1557,14.771997430956969,0.0,1,08/25/2020 11:00AM
74080,23,0,17,08/25/2020,2961,7.767646065518406,0.0,6,08/25/2020 11:00AM
74022,23,0,23,08/25/2020,1864,12.339055793991417,0.0,0,08/25/2020 11:00AM
74941,22,0,16,08/25/2020,2759,7.973903588256615,0.0,6,08/25/2020 11:00AM
74364,22,0,20,08/25/2020,1847,11.911207363291824,0.0,2,08/25/2020 11:00AM
74363,22,0,15,08/25/2020,2879,7.641542202153525,0.0,7,08/25/2020 11:00AM
73015,22,1,17,08/25/2020,3011,7.306542676851545,0.33211557622052473,4,08/25/2020 11:00AM
74727,22,0,15,08/25/2020,1810,12.154696132596685,0.0,7,08/25/2020 11:00AM
73131,22,0,19,08/25/2020,3823,5.754642950562386,0.0,3,08/25/2020 11:00AM
74849,21,1,17,08/25/2020,3061,6.860503103560927,0.32669062397909177,3,08/25/2020 11:00AM
73433,21,0,20,08/25/2020,3002,6.995336442371753,0.0,1,08/25/2020 11:00AM
73950,21,0,21,08/25/2020,1408,14.914772727272728,0.0,0,08/25/2020 11:00AM
73526,21,0,20,08/25/2020,2385,8.80503144654088,0.0,1,08/25/2020 11:00AM
