,ReportDate,Date,Zip,Cases,Deaths,Recovered
449,08/01/2020,08/02/2020 11:00AM,73063,3,0,3
450,08/01/2020,08/02/2020 11:00AM,74829,3,0,1
451,08/01/2020,08/02/2020 11:00AM,73641,3,0,2
452,08/01/2020,08/02/2020 11:00AM,73734,3,0,2
453,08/01/2020,08/02/2020 11:00AM,74422,3,0,2
454,08/01/2020,08/02/2020 11:00AM,74428,3,0,2
455,08/01/2020,08/02/2020 11:00AM,74945,3,0,3
456,08/01/2020,08/02/2020 11:00AM,73459,3,0,3
457,08/01/2020,08/02/2020 11:00AM,74078,3,0,2
458,08/01/2020,08/02/2020 11:00AM,74042,3,0,3
459,08/01/2020,08/02/2020 11:00AM,73532,3,0,2
460,08/01/2020,08/02/2020 11:00AM,73763,3,0,1
461,08/01/2020,08/02/2020 11:00AM,74555,2,0,1
462,08/01/2020,08/02/2020 11:00AM,74760,2,0,2
463,08/01/2020,08/02/2020 11:00AM,74052,2,1,1
464,08/01/2020,08/02/2020 11:00AM,73455,2,0,2
465,08/01/2020,08/02/2020 11:00AM,73741,2,0,0
466,08/01/2020,08/02/2020 11:00AM,73744,2,0,1
467,08/01/2020,08/02/2020 11:00AM,73663,2,0,2
468,08/01/2020,08/02/2020 11:00AM,73024,2,0,2
469,08/01/2020,08/02/2020 11:00AM,73720,2,0,2
470,08/01/2020,08/02/2020 11:00AM,74457,2,0,1
471,08/01/2020,08/02/2020 11:00AM,74071,2,0,0
472,08/01/2020,08/02/2020 11:00AM,74842,2,0,0
473,08/01/2020,08/02/2020 11:00AM,73537,2,0,1
474,08/01/2020,08/02/2020 11:00AM,73655,2,0,0
475,08/01/2020,08/02/2020 11:00AM,73747,2,0,2
476,08/01/2020,08/02/2020 11:00AM,74843,2,0,2
477,08/01/2020,08/02/2020 11:00AM,74830,2,0,1
478,08/01/2020,08/02/2020 11:00AM,74427,2,0,2
479,08/01/2020,08/02/2020 11:00AM,74844,2,0,2
480,08/01/2020,08/02/2020 11:00AM,74652,2,0,0
481,08/01/2020,08/02/2020 11:00AM,73852,2,0,1
482,08/01/2020,08/02/2020 11:00AM,73043,2,0,1
483,08/01/2020,08/02/2020 11:00AM,73548,2,0,1
484,08/01/2020,08/02/2020 11:00AM,73564,2,0,2
485,08/01/2020,08/02/2020 11:00AM,73556,2,0,2
486,08/01/2020,08/02/2020 11:00AM,74875,2,0,2
487,08/01/2020,08/02/2020 11:00AM,74560,2,0,2
488,08/01/2020,08/02/2020 11:00AM,73056,2,0,2
489,08/01/2020,08/02/2020 11:00AM,74528,2,0,0
490,08/01/2020,08/02/2020 11:00AM,73760,2,0,2
491,08/01/2020,08/02/2020 11:00AM,74569,2,0,1
492,08/01/2020,08/02/2020 11:00AM,74423,2,0,1
493,08/01/2020,08/02/2020 11:00AM,73027,2,0,2
494,08/01/2020,08/02/2020 11:00AM,74570,2,0,2
495,08/01/2020,08/02/2020 11:00AM,73853,2,0,2
496,08/01/2020,08/02/2020 11:00AM,74460,2,0,2
497,08/01/2020,08/02/2020 11:00AM,74756,2,0,2
498,08/01/2020,08/02/2020 11:00AM,74754,2,0,2
499,08/01/2020,08/02/2020 11:00AM,73547,2,0,2
500,08/01/2020,08/02/2020 11:00AM,74456,2,0,1
501,08/01/2020,08/02/2020 11:00AM,74759,2,0,2
502,08/01/2020,08/02/2020 11:00AM,74546,2,0,1
503,08/01/2020,08/02/2020 11:00AM,74577,2,0,2
504,08/01/2020,08/02/2020 11:00AM,73724,2,0,2
505,08/01/2020,08/02/2020 11:00AM,73011,2,0,1
506,08/01/2020,08/02/2020 11:00AM,74643,2,0,1
507,08/01/2020,08/02/2020 11:00AM,74856,1,0,1
508,08/01/2020,08/02/2020 11:00AM,74026,1,0,1
509,08/01/2020,08/02/2020 11:00AM,73626,1,0,1
510,08/01/2020,08/02/2020 11:00AM,73041,1,0,1
511,08/01/2020,08/02/2020 11:00AM,73650,1,0,0
512,08/01/2020,08/02/2020 11:00AM,74869,1,0,1
513,08/01/2020,08/02/2020 11:00AM,74367,1,0,1
514,08/01/2020,08/02/2020 11:00AM,73647,1,0,1
515,08/01/2020,08/02/2020 11:00AM,73841,1,0,1
516,08/01/2020,08/02/2020 11:00AM,73528,1,0,1
517,08/01/2020,08/02/2020 11:00AM,73622,1,0,1
518,08/01/2020,08/02/2020 11:00AM,73933,1,0,1
519,08/01/2020,08/02/2020 11:00AM,74949,1,0,1
520,08/01/2020,08/02/2020 11:00AM,73654,1,0,1
521,08/01/2020,08/02/2020 11:00AM,73730,1,0,1
522,08/01/2020,08/02/2020 11:00AM,73722,1,0,1
523,08/01/2020,08/02/2020 11:00AM,74572,1,0,1
524,08/01/2020,08/02/2020 11:00AM,74630,1,1,0
525,08/01/2020,08/02/2020 11:00AM,73901,1,0,1
526,08/01/2020,08/02/2020 11:00AM,73557,1,0,1
527,08/01/2020,08/02/2020 11:00AM,73749,1,0,1
528,08/01/2020,08/02/2020 11:00AM,73021,1,0,1
529,08/01/2020,08/02/2020 11:00AM,74845,1,0,0
530,08/01/2020,08/02/2020 11:00AM,73729,1,0,1
531,08/01/2020,08/02/2020 11:00AM,73838,1,1,0
532,08/01/2020,08/02/2020 11:00AM,74644,1,0,1
533,08/01/2020,08/02/2020 11:00AM,74650,1,0,1
534,08/01/2020,08/02/2020 11:00AM,73705,1,0,1
535,08/01/2020,08/02/2020 11:00AM,74045,1,0,1
536,08/01/2020,08/02/2020 11:00AM,73857,1,0,0
537,08/01/2020,08/02/2020 11:00AM,74750,1,0,1
538,08/01/2020,08/02/2020 11:00AM,73442,1,0,1
539,08/01/2020,08/02/2020 11:00AM,74535,1,0,1
540,08/01/2020,08/02/2020 11:00AM,74001,1,0,1
541,08/01/2020,08/02/2020 11:00AM,73444,1,0,0
