Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active
73401,319,4,275,08/23/2020,35952,8.872941700044503,0.11125945705384957,40
73703,319,5,200,08/23/2020,30331,10.517292538986515,0.1648478454386601,114
74745,316,5,272,08/23/2020,9499,33.266659648384035,0.5263711969681019,39
73505,303,5,262,08/23/2020,48713,6.22010551598136,0.10264200521421386,36
74033,287,3,255,08/23/2020,11999,23.918659888324026,0.25002083506958916,29
73008,285,1,248,08/23/2020,20240,14.08102766798419,0.04940711462450593,36
74403,281,10,207,08/23/2020,30573,9.191116344486966,0.32708599090700946,64
74063,279,4,245,08/23/2020,31703,8.800428981484401,0.12617102482414916,30
74960,276,5,195,08/23/2020,13497,20.44898866414759,0.37045269319107954,76
74106,275,4,228,08/23/2020,18075,15.214384508990317,0.22130013831258644,43
73135,264,4,227,08/23/2020,22790,11.584028082492322,0.17551557700745943,33
73114,262,2,233,08/23/2020,18312,14.307557885539536,0.109217999126256,27
74107,262,5,221,08/23/2020,19734,13.276578493969797,0.25336981858720986,36
74429,260,13,219,08/23/2020,15208,17.096265123619148,0.8548132561809574,28
73051,256,2,181,08/23/2020,10399,24.617751706894893,0.19232618521011635,73
74851,254,1,63,08/23/2020,10783,23.555596772697765,0.09273856997125104,190
74075,246,1,217,08/23/2020,24891,9.883090273592865,0.040175163713792136,28
74354,245,3,207,08/23/2020,17926,13.667298895459108,0.16735468035256051,35
74019,243,3,210,08/23/2020,18185,13.36266153423151,0.16497113005224087,30
73018,242,4,223,08/23/2020,20214,11.971900662906897,0.19788265558523796,15
73501,237,3,228,08/23/2020,20617,11.49536790027647,0.145510986079449,6
73122,236,2,207,08/23/2020,12789,18.453358354836187,0.1563843928375948,27
73036,236,1,179,08/23/2020,20920,11.281070745697896,0.04780114722753346,56
73064,233,2,206,08/23/2020,23526,9.903936070730255,0.08501232678738417,25
74021,227,1,192,08/23/2020,19907,11.403024061887777,0.05023358617571708,34
74070,222,7,193,08/23/2020,15183,14.621616281367318,0.4610419548178884,22
74447,216,2,183,08/23/2020,16391,13.177963516563969,0.12201818070892563,31
73130,212,2,179,08/23/2020,20604,10.2892642205397,0.09706853038245,31
73005,211,5,154,08/23/2020,9585,22.01356285863328,0.5216484089723527,52
74801,208,1,174,08/23/2020,22194,9.371902315941245,0.045057222672794446,33
74344,207,16,164,08/23/2020,15322,13.509985641561153,1.0442500978984468,27
73142,206,5,176,08/23/2020,14302,14.403579918892461,0.34960145434205003,25
73115,206,2,171,08/23/2020,21032,9.794598706732598,0.09509319132750095,33
73169,206,1,140,08/23/2020,2247,91.67779261237204,0.4450378282153983,65
73106,205,2,181,08/23/2020,12683,16.163368288259875,0.1576913979342427,22
74127,204,1,172,08/23/2020,15724,12.973798015772068,0.0635970490969219,31
73080,202,3,175,08/23/2020,9436,21.407376006782535,0.317931326833404,24
74114,200,4,177,08/23/2020,16175,12.364760432766614,0.2472952086553323,19
74104,199,1,169,08/23/2020,11454,17.373843198882486,0.08730574471800244,29
73020,197,2,164,08/23/2020,23966,8.219978302595344,0.08345155637152633,31
74132,195,2,181,08/23/2020,9252,21.076523994811932,0.21616947686986596,12
74955,193,1,141,08/23/2020,15122,12.762862055283692,0.06612881893929375,51
73118,185,3,151,08/23/2020,14087,13.132675516433592,0.21296230567189608,31
73003,182,3,164,08/23/2020,24147,7.537168178241603,0.12423903590508137,15
74437,179,2,153,08/23/2020,9822,18.224394217063733,0.20362451639177356,24
74820,172,0,155,08/23/2020,31480,5.463786531130877,0.0,17
74804,168,6,121,08/23/2020,20867,8.050989600805098,0.2875353428858964,41
74743,166,1,150,08/23/2020,8397,19.768965106585686,0.11909015124449208,15
74003,163,8,139,08/23/2020,14194,11.483725517824432,0.5636184303226716,16
74467,161,5,127,08/23/2020,15147,10.629167491912591,0.3300983693140556,29
74035,160,2,57,08/23/2020,4223,37.88775751835188,0.4735969689793985,101
73601,159,0,124,08/23/2020,10238,15.53037702676304,0.0,35
73010,155,1,135,08/23/2020,19735,7.8540663795287555,0.05067139599695972,19
73111,152,2,123,08/23/2020,11368,13.370865587614356,0.17593244194229415,27
74108,147,0,130,08/23/2020,7612,19.31161324224908,0.0,17
73533,146,1,122,08/23/2020,27582,5.293307229352476,0.036255528968167645,23
73044,136,0,116,08/23/2020,23525,5.781083953241232,0.0,20
74848,135,2,99,08/23/2020,7911,17.064846416382252,0.2528125395019593,34
73068,133,1,116,08/23/2020,12458,10.67587092631241,0.08026970621287526,16
73065,133,1,114,08/23/2020,8404,15.825797239409804,0.11899095668729176,18
74948,133,1,96,08/23/2020,11862,11.212274489967966,0.08430281571404485,36
74116,131,0,116,08/23/2020,4044,32.39366963402571,0.0,15
74401,130,2,100,08/23/2020,15972,8.13924367643376,0.12521913348359628,28
73116,130,0,117,08/23/2020,9205,14.122759369907659,0.0,13
73507,129,2,114,08/23/2020,22480,5.738434163701068,0.08896797153024912,13
73089,128,2,104,08/23/2020,12689,10.087477342580188,0.15761683347781544,22
74601,127,4,107,08/23/2020,19051,6.666316728780641,0.20996273161513831,16
74010,126,4,110,08/23/2020,10669,11.809916580747963,0.37491798669041143,12
74126,125,2,110,08/23/2020,10472,11.93659281894576,0.19098548510313215,13
74953,125,0,84,08/23/2020,12052,10.371722535678725,0.0,41
74884,124,1,105,08/23/2020,5731,21.63671261559937,0.17448961786773687,18
73025,123,0,117,08/23/2020,13019,9.447730240417851,0.0,6
74361,121,2,105,08/23/2020,16590,7.293550331525015,0.12055455093429777,14
73047,119,0,113,08/23/2020,5135,23.17429406037001,0.0,6
74868,118,3,86,08/23/2020,13443,8.777802573830247,0.2231644722160232,29
73179,116,1,98,08/23/2020,5299,21.890922815625586,0.1887148518588413,17
73075,114,1,102,08/23/2020,9564,11.919698870765371,0.10455876202425762,11
73742,114,0,43,08/23/2020,4384,26.003649635036496,0.0,71
74937,113,1,87,08/23/2020,5492,20.57538237436271,0.1820830298616169,25
74023,112,1,86,08/23/2020,11396,9.828009828009828,0.08775008775008775,25
74432,111,2,84,08/23/2020,9278,11.963785298555722,0.2155636990730761,25
73945,107,0,104,08/23/2020,2884,37.10124826629681,0.0,3
74462,106,2,42,08/23/2020,7495,14.142761841227486,0.266844563042028,62
74020,105,3,73,08/23/2020,7371,14.245014245014245,0.40700040700040696,29
74346,104,1,93,08/23/2020,7479,13.905602353255784,0.13370771493515177,10
74426,102,2,90,08/23/2020,9688,10.528488852188273,0.20644095788604458,10
73026,99,3,88,08/23/2020,10338,9.576320371445153,0.2901915264074289,8
73128,99,0,86,08/23/2020,4757,20.811435778852218,0.0,13
73149,99,0,85,08/23/2020,5082,19.48051948051948,0.0,14
74604,97,4,82,08/23/2020,12597,7.70024609033897,0.31753592125109154,11
74015,96,0,87,08/23/2020,8834,10.867104369481549,0.0,9
74962,96,2,81,08/23/2020,4490,21.380846325167038,0.44543429844098,13
74834,94,4,39,08/23/2020,7712,12.188796680497925,0.5186721991701245,51
73078,92,1,82,08/23/2020,10718,8.583690987124463,0.09330098899048331,9
74331,89,0,81,08/23/2020,7218,12.330285397617068,0.0,8
73096,88,0,74,08/23/2020,13684,6.430868167202572,0.0,14
73134,87,1,78,08/23/2020,5573,15.610981518033375,0.17943656917279743,8
73446,87,1,75,08/23/2020,8482,10.25701485498703,0.11789672247111531,11
73084,87,1,71,08/23/2020,6878,12.649025879616168,0.14539110206455363,15
73554,81,8,67,08/23/2020,3326,24.353577871316897,2.4052916416115453,6
74352,79,0,67,08/23/2020,6756,11.693309650680876,0.0,12
73750,78,0,66,08/23/2020,7485,10.420841683366733,0.0,12
74120,78,0,71,08/23/2020,4988,15.637530072173215,0.0,7
74434,77,3,62,08/23/2020,8583,8.971222183385763,0.34952813701502966,12
74073,76,1,65,08/23/2020,5459,13.921963729620808,0.18318373328448434,10
73105,73,1,56,08/23/2020,5409,13.49602514327972,0.18487705675725644,16
74301,71,1,59,08/23/2020,11499,6.174449952169754,0.08696408383337682,11
74365,71,1,51,08/23/2020,4479,15.851752623353429,0.22326412145568209,19
74857,71,1,62,08/23/2020,8911,7.967680395017395,0.11222085063404781,8
74036,71,3,60,08/23/2020,7378,9.623204120357821,0.4066142586066685,8
74965,71,1,61,08/23/2020,5055,14.045499505440159,0.19782393669634024,9
74525,70,0,56,08/23/2020,9492,7.374631268436578,0.0,14
73644,70,1,48,08/23/2020,14668,4.772293427870194,0.06817562039814562,21
74766,70,0,52,08/23/2020,1556,44.987146529562985,0.0,18
73103,69,1,58,08/23/2020,4924,14.012997562956945,0.20308692120227456,10
74029,69,1,60,08/23/2020,4971,13.88050694025347,0.20116676725005028,8
74436,69,0,44,08/23/2020,5718,12.067156348373556,0.0,25
74016,68,0,58,08/23/2020,5697,11.93610672283658,0.0,10
74047,68,1,56,08/23/2020,7317,9.29342626759601,0.13666803334700012,11
74959,68,1,50,08/23/2020,7150,9.51048951048951,0.13986013986013987,17
73045,66,0,55,08/23/2020,11293,5.844328344992473,0.0,11
74873,66,0,44,08/23/2020,11863,5.5635168169940155,0.0,22
74571,64,2,57,08/23/2020,3486,18.35915088927137,0.5737234652897303,5
73052,64,2,59,08/23/2020,6673,9.590888655777011,0.2997152704930316,3
74103,63,0,50,08/23/2020,2134,29.522024367385193,0.0,13
74730,63,0,57,08/23/2020,4800,13.125,0.0,6
74337,62,4,45,08/23/2020,4913,12.61958070425402,0.8141664970486464,13
73117,62,0,52,08/23/2020,5680,10.915492957746478,0.0,10
73165,60,1,56,08/23/2020,6720,8.928571428571429,0.14880952380952384,3
74058,60,0,52,08/23/2020,3946,15.205271160669032,0.0,8
74044,60,1,53,08/23/2020,7354,8.158825129181398,0.13598041881968995,6
73448,60,0,50,08/23/2020,6295,9.531374106433677,0.0,10
74119,57,0,56,08/23/2020,3157,18.055115616091225,0.0,1
74864,57,0,39,08/23/2020,5149,11.07011070110701,0.0,18
74451,56,0,38,08/23/2020,4543,12.326656394453005,0.0,18
73949,55,0,48,08/23/2020,1523,36.11293499671701,0.0,7
74445,54,0,44,08/23/2020,2963,18.22477219034762,0.0,10
74523,54,0,46,08/23/2020,6022,8.967120557954168,0.0,8
74339,54,0,50,08/23/2020,2357,22.910479422995333,0.0,4
73086,54,0,49,08/23/2020,8687,6.216185104178658,0.0,5
73104,54,0,49,08/23/2020,2287,23.611718408395276,0.0,5
74578,53,1,49,08/23/2020,6138,8.634734441186055,0.16291951775822744,3
74039,52,2,47,08/23/2020,3769,13.796763067126559,0.5306447333510215,3
74338,52,1,44,08/23/2020,5353,9.714178965066317,0.18681113394358304,7
73801,52,0,38,08/23/2020,15529,3.348573636422178,0.0,14
74370,51,1,45,08/23/2020,3594,14.190317195325543,0.2782415136338342,5
73049,51,2,43,08/23/2020,5858,8.706043018094913,0.3414134516899966,6
74130,50,1,44,08/23/2020,2030,24.630541871921185,0.4926108374384236,5
73542,50,1,47,08/23/2020,4501,11.108642523883582,0.22217285047767163,2
74421,48,0,46,08/23/2020,4717,10.175959296162814,0.0,2
74053,48,0,43,08/23/2020,4539,10.575016523463317,0.0,5
74740,47,2,38,08/23/2020,2289,20.532983835736133,0.873743993010048,7
74547,47,0,35,08/23/2020,3437,13.674716322374163,0.0,12
73009,46,8,38,08/23/2020,1308,35.16819571865443,6.116207951070336,0
74441,45,1,39,08/23/2020,5855,7.685738684884714,0.1707941929974381,5
73093,45,0,37,08/23/2020,3054,14.734774066797643,0.0,8
74079,45,0,41,08/23/2020,4248,10.59322033898305,0.0,4
74902,44,0,26,08/23/2020,4102,10.726474890297416,0.0,18
74048,43,1,31,08/23/2020,6213,6.920972155158539,0.16095284081764044,11
74764,43,0,42,08/23/2020,3814,11.274252753015208,0.0,1
74859,42,1,32,08/23/2020,6032,6.962864721485412,0.16578249336870027,9
74059,42,0,36,08/23/2020,5664,7.415254237288136,0.0,6
73662,41,0,15,08/23/2020,6447,6.359547076159454,0.0,26
73141,40,0,38,08/23/2020,2600,15.384615384615385,0.0,2
73173,40,0,38,08/23/2020,3014,13.271400132714001,0.0,2
74056,39,0,32,08/23/2020,5152,7.569875776397516,0.0,7
74954,38,0,26,08/23/2020,5194,7.316134000770119,0.0,12
73121,38,0,28,08/23/2020,3558,10.680157391793141,0.0,10
73077,37,0,33,08/23/2020,6808,5.434782608695652,0.0,4
74343,37,0,31,08/23/2020,3067,12.06390609716335,0.0,6
73055,37,0,35,08/23/2020,10034,3.687462627067969,0.0,2
74883,36,0,30,08/23/2020,2453,14.675907052588666,0.0,6
74538,36,0,30,08/23/2020,4105,8.76979293544458,0.0,6
73550,36,0,28,08/23/2020,2313,15.56420233463035,0.0,8
73439,36,0,32,08/23/2020,7610,4.730617608409987,0.0,4
74131,35,0,31,08/23/2020,2708,12.924667651403249,0.0,4
74931,35,0,27,08/23/2020,1165,30.042918454935624,0.0,8
73095,35,0,30,08/23/2020,1911,18.315018315018317,0.0,5
73449,34,1,28,08/23/2020,3106,10.946555054732777,0.3219575016097875,5
74966,34,0,21,08/23/2020,3663,9.282009282009282,0.0,13
73529,34,1,31,08/23/2020,5440,6.25,0.1838235294117647,2
74041,33,0,33,08/23/2020,2852,11.570827489481065,0.0,0
73030,33,0,32,08/23/2020,4362,7.565337001375516,0.0,1
73538,32,0,30,08/23/2020,6016,5.319148936170213,0.0,2
73150,32,1,26,08/23/2020,4770,6.7085953878406706,0.20964360587002095,5
73762,32,0,29,08/23/2020,2142,14.939309056956116,0.0,3
73527,31,0,30,08/23/2020,5284,5.866767600302801,0.0,1
74631,31,1,25,08/23/2020,7482,4.143277198609997,0.13365410318096765,5
73028,30,0,27,08/23/2020,3651,8.216926869350864,0.0,3
74051,30,1,27,08/23/2020,2027,14.80019733596448,0.49333991119881604,2
74651,30,1,28,08/23/2020,847,35.41912632821724,1.1806375442739079,1
74435,29,1,22,08/23/2020,3269,8.871214438666259,0.3059039461609055,6
74930,29,0,28,08/23/2020,2261,12.826183104820876,0.0,1
73054,29,0,22,08/23/2020,4271,6.789978927651603,0.0,7
74733,29,0,26,08/23/2020,3161,9.174311926605505,0.0,3
73145,28,0,22,08/23/2020,3277,8.544400366188587,0.0,6
74455,28,1,21,08/23/2020,3093,9.05269964435823,0.3233107015842225,6
74729,28,0,27,08/23/2020,2925,9.572649572649572,0.0,1
74463,27,0,8,08/23/2020,2145,12.587412587412588,0.0,19
74347,27,0,23,08/23/2020,2927,9.224461906388793,0.0,4
73460,27,0,19,08/23/2020,4609,5.858103710132349,0.0,8
74454,27,0,17,08/23/2020,3294,8.196721311475411,0.0,10
74342,27,0,25,08/23/2020,3089,8.740692780835223,0.0,2
74637,27,0,27,08/23/2020,1706,15.826494724501757,0.0,0
74964,27,0,24,08/23/2020,2709,9.966777408637872,0.0,3
74940,26,0,19,08/23/2020,2885,9.01213171577123,0.0,7
73772,26,0,16,08/23/2020,3997,6.5048786589942456,0.0,10
73006,26,1,21,08/23/2020,3178,8.18124606670862,0.3146633102580239,4
73007,25,0,18,08/23/2020,2349,10.642826734780758,0.0,7
74561,25,0,6,08/23/2020,1943,12.866700977869275,0.0,19
74855,24,0,23,08/23/2020,4720,5.084745762711864,0.0,1
74022,23,0,22,08/23/2020,1864,12.339055793991417,0.0,1
73737,23,0,22,08/23/2020,3521,6.532235160465777,0.0,1
74536,23,0,22,08/23/2020,1557,14.771997430956969,0.0,1
74080,23,0,16,08/23/2020,2961,7.767646065518406,0.0,7
73463,23,0,22,08/23/2020,3451,6.664734859461026,0.0,1
74002,23,2,20,08/23/2020,1953,11.776753712237584,1.0240655401945724,1
73057,23,0,19,08/23/2020,2282,10.078878177037685,0.0,4
74364,22,0,19,08/23/2020,1847,11.911207363291824,0.0,3
73131,22,0,18,08/23/2020,3823,5.754642950562386,0.0,4
73015,22,1,17,08/23/2020,3011,7.306542676851545,0.33211557622052473,4
74860,22,0,17,08/23/2020,1784,12.331838565022421,0.0,5
73526,21,0,20,08/23/2020,2385,8.80503144654088,0.0,1
74849,21,1,17,08/23/2020,3061,6.860503103560927,0.32669062397909177,3
74727,21,0,12,08/23/2020,1810,11.602209944751381,0.0,9
73950,21,0,21,08/23/2020,1408,14.914772727272728,0.0,0
74941,21,0,13,08/23/2020,2759,7.611453425154041,0.0,8
74932,21,0,16,08/23/2020,2397,8.760951188986233,0.0,5
73433,21,0,20,08/23/2020,3002,6.995336442371753,0.0,1
73443,20,1,17,08/23/2020,3885,5.148005148005148,0.2574002574002574,2
74332,20,1,17,08/23/2020,1679,11.911852293031567,0.5955926146515784,2
74431,20,0,15,08/23/2020,889,22.497187851518557,0.0,5
73042,20,1,17,08/23/2020,1116,17.921146953405017,0.8960573476702509,2
74363,20,0,15,08/23/2020,2879,6.946856547412295,0.0,5
73038,20,0,18,08/23/2020,1924,10.395010395010395,0.0,2
73098,19,1,18,08/23/2020,4394,4.32407828857533,0.2275830678197542,0
74061,19,0,13,08/23/2020,2025,9.382716049382715,0.0,6
73151,19,0,19,08/23/2020,1861,10.209564750134335,0.0,0
73543,19,0,16,08/23/2020,1529,12.426422498364945,0.0,3
73951,18,0,15,08/23/2020,1117,16.11459265890779,0.0,3
73717,18,0,17,08/23/2020,7031,2.560091025458683,0.0,1
74032,18,0,16,08/23/2020,2146,8.387698042870456,0.0,2
74028,18,1,14,08/23/2020,1708,10.53864168618267,0.585480093676815,3
74050,18,0,9,08/23/2020,356,50.561797752808985,0.0,9
74726,17,1,14,08/23/2020,2345,7.249466950959489,0.42643923240938164,2
74470,17,0,12,08/23/2020,1488,11.4247311827957,0.0,5
74450,17,0,13,08/23/2020,1846,9.209100758396533,0.0,4
74469,17,0,11,08/23/2020,2557,6.64841611263199,0.0,6
74330,17,0,13,08/23/2020,3331,5.103572500750525,0.0,4
74854,17,0,16,08/23/2020,1983,8.572869389813414,0.0,1
74030,17,0,11,08/23/2020,3771,4.508088040307611,0.0,6
74736,16,0,16,08/23/2020,1122,14.260249554367201,0.0,0
74880,16,1,13,08/23/2020,1958,8.171603677221656,0.5107252298263535,2
73852,16,0,5,08/23/2020,2351,6.8056146320714594,0.0,11
74840,16,0,13,08/23/2020,2003,7.98801797304044,0.0,3
74452,16,0,7,08/23/2020,386,41.45077720207254,0.0,9
73016,16,0,15,08/23/2020,1714,9.334889148191364,0.0,1
73017,15,0,13,08/23/2020,1568,9.566326530612246,0.0,2
73651,15,0,11,08/23/2020,3968,3.780241935483871,0.0,4
73560,15,0,14,08/23/2020,839,17.878426698450536,0.0,1
73939,15,0,13,08/23/2020,1709,8.777062609713282,0.0,2
73572,15,0,13,08/23/2020,3633,4.1288191577208915,0.0,2
74871,15,1,11,08/23/2020,2483,6.041079339508658,0.4027386226339106,3
74901,15,0,11,08/23/2020,1872,8.012820512820513,0.0,4
74881,15,0,10,08/23/2020,5282,2.839833396440742,0.0,5
74735,15,0,15,08/23/2020,1482,10.121457489878543,0.0,0
74038,14,0,12,08/23/2020,2123,6.5944418276024495,0.0,2
74825,14,1,12,08/23/2020,2099,6.669842782277275,0.4764173415912339,1
73573,14,0,13,08/23/2020,2479,5.647438483259379,0.0,1
74546,14,0,8,08/23/2020,712,19.662921348314605,0.0,6
74553,14,0,10,08/23/2020,1249,11.20896717373899,0.0,4
73738,14,0,10,08/23/2020,1201,11.656952539550375,0.0,4
73059,14,0,14,08/23/2020,2916,4.801097393689987,0.0,0
73029,14,1,13,08/23/2020,1632,8.578431372549021,0.6127450980392157,0
73040,13,0,12,08/23/2020,1821,7.1389346512905,0.0,1
73933,13,0,1,08/23/2020,1504,8.643617021276595,0.0,12
73082,13,0,10,08/23/2020,3135,4.146730462519936,0.0,3
74936,13,0,8,08/23/2020,1090,11.926605504587156,0.0,5
74027,13,0,9,08/23/2020,1060,12.264150943396228,0.0,4
74653,13,0,13,08/23/2020,3740,3.4759358288770055,0.0,0
73002,13,0,11,08/23/2020,906,14.34878587196468,0.0,2
74826,13,0,9,08/23/2020,1133,11.473962930273611,0.0,4
74563,13,0,9,08/23/2020,1963,6.622516556291391,0.0,4
74085,13,0,13,08/23/2020,2223,5.847953216374268,0.0,0
73624,12,0,10,08/23/2020,2335,5.139186295503212,0.0,2
73552,12,0,11,08/23/2020,1512,7.936507936507936,0.0,1
73620,12,0,6,08/23/2020,1582,7.585335018963337,0.0,6
73450,12,0,4,08/23/2020,1344,8.928571428571429,0.0,8
74957,12,1,6,08/23/2020,1198,10.016694490818029,0.8347245409015025,5
74554,12,0,10,08/23/2020,1738,6.904487917146144,0.0,2
74369,12,0,11,08/23/2020,2047,5.862237420615535,0.0,1
74574,12,0,11,08/23/2020,1264,9.49367088607595,0.0,1
73453,12,0,12,08/23/2020,503,23.856858846918488,0.0,0
74647,12,1,9,08/23/2020,3586,3.3463469046291134,0.2788622420524261,2
73932,11,0,9,08/23/2020,2304,4.774305555555556,0.0,2
74731,11,0,8,08/23/2020,1438,7.64951321279555,0.0,3
73541,11,0,10,08/23/2020,2714,4.053058216654384,0.0,1
73568,11,2,5,08/23/2020,1060,10.377358490566037,1.8867924528301887,4
73061,11,0,9,08/23/2020,1659,6.630500301386378,0.0,2
73773,11,0,10,08/23/2020,2040,5.3921568627450975,0.0,1
73456,11,0,10,08/23/2020,2113,5.205868433506862,0.0,1
73570,11,0,11,08/23/2020,1083,10.156971375807942,0.0,0
74641,11,1,8,08/23/2020,637,17.26844583987441,1.5698587127158556,2
74872,10,0,9,08/23/2020,3263,3.0646644192460926,0.0,1
73004,10,0,8,08/23/2020,1013,9.871668311944719,0.0,2
74944,10,0,9,08/23/2020,1195,8.368200836820083,0.0,1
73663,10,0,5,08/23/2020,1384,7.22543352601156,0.0,5
74951,10,0,7,08/23/2020,1307,7.651109410864575,0.0,3
74425,10,0,8,08/23/2020,1448,6.906077348066298,0.0,2
74723,10,0,9,08/23/2020,1399,7.147962830593281,0.0,1
74956,10,0,8,08/23/2020,1739,5.7504312823461765,0.0,2
74565,10,0,9,08/23/2020,706,14.164305949008499,0.0,1
74734,10,0,6,08/23/2020,1157,8.64304235090752,0.0,4
74358,10,0,10,08/23/2020,245,40.816326530612244,0.0,0
74865,10,0,8,08/23/2020,1791,5.583472920156337,0.0,2
73438,9,0,6,08/23/2020,3480,2.586206896551724,0.0,3
73565,9,0,8,08/23/2020,998,9.01803607214429,0.0,1
74832,9,0,9,08/23/2020,902,9.977827050997782,0.0,0
74349,9,0,5,08/23/2020,312,28.846153846153847,0.0,4
73447,9,0,9,08/23/2020,1319,6.823351023502654,0.0,0
74081,9,0,6,08/23/2020,1823,4.936917169500823,0.0,3
73566,9,0,7,08/23/2020,1862,4.833512352309345,0.0,2
73628,9,1,7,08/23/2020,1655,5.438066465256798,0.6042296072507553,1
74471,9,0,5,08/23/2020,1635,5.5045871559633035,0.0,4
74963,9,0,7,08/23/2020,474,18.9873417721519,0.0,2
73459,9,0,6,08/23/2020,1063,8.466603951081844,0.0,3
73432,9,0,7,08/23/2020,1141,7.887817703768623,0.0,2
74072,9,0,9,08/23/2020,1803,4.9916805324459235,0.0,0
74878,9,0,8,08/23/2020,1397,6.442376521116679,0.0,1
73848,9,0,7,08/23/2020,2408,3.737541528239203,0.0,2
73074,9,0,8,08/23/2020,1095,8.21917808219178,0.0,1
74062,8,0,7,08/23/2020,1016,7.874015748031496,0.0,1
74867,8,0,7,08/23/2020,736,10.869565217391305,0.0,1
74741,8,0,8,08/23/2020,997,8.02407221664995,0.0,0
74738,8,0,6,08/23/2020,686,11.661807580174926,0.0,2
73724,8,0,2,08/23/2020,1173,6.820119352088661,0.0,6
73062,8,1,5,08/23/2020,1296,6.172839506172839,0.7716049382716049,2
74423,8,0,5,08/23/2020,981,8.15494393476045,0.0,3
