Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active,ACT_RATE,Date
73099,8797,45,8569,03/05/2021,68676,128.09423961791603,0.6552507426175083,183,2.6646863533112004,03/05/2021 11:00AM
74012,7243,80,7052,03/05/2021,62429,116.01979849108588,1.2814557337134984,111,1.7780198305274793,03/05/2021 11:00AM
73160,6226,38,5974,03/05/2021,59401,104.81305028534874,0.639719870035858,214,3.6026329523072,03/05/2021 11:00AM
73013,5218,48,5058,03/05/2021,52254,99.85838404715429,0.9185899644046389,112,2.143376583610824,03/05/2021 11:00AM
74055,5170,43,5037,03/05/2021,45378,113.93186125435233,0.9475957512450967,90,1.9833399444664814,03/05/2021 11:00AM
74133,5088,62,4916,03/05/2021,46067,110.44782599257603,1.345865804154818,110,2.3878264267262903,03/05/2021 11:00AM
73072,5034,47,4829,03/05/2021,46675,107.85216925549008,1.0069630423138725,158,3.385109801821103,03/05/2021 11:00AM
73170,4984,53,4783,03/05/2021,37699,132.20509827846894,1.4058728348232048,148,3.9258335764874404,03/05/2021 11:00AM
74014,4766,32,4655,03/05/2021,40100,118.85286783042393,0.7980049875311721,79,1.970074812967581,03/05/2021 11:00AM
73505,4293,61,3957,03/05/2021,48713,88.12842567692402,1.2522324636134092,275,5.645310286781762,03/05/2021 11:00AM
73034,4293,23,4163,03/05/2021,44647,96.15427688310525,0.5151521938764082,107,2.396577597598943,03/05/2021 11:00AM
73401,4240,34,4066,03/05/2021,35952,117.93502447708056,0.9457053849577214,140,3.8940809968847354,03/05/2021 11:00AM
73071,4156,52,3961,03/05/2021,42656,97.43060765191298,1.2190547636909228,143,3.3524006001500375,03/05/2021 11:00AM
74820,3991,40,3808,03/05/2021,31480,126.77890724269378,1.2706480304955527,143,4.5425667090216,03/05/2021 11:00AM
73119,3797,52,3633,03/05/2021,32119,118.21663190012143,1.6189794202808307,112,3.4870325975279433,03/05/2021 11:00AM
74464,3708,29,3515,03/05/2021,31404,118.0741306839893,0.92344924213476,164,5.222264679658642,03/05/2021 11:00AM
73703,3687,32,3571,03/05/2021,30331,121.55880122646796,1.0550262108074249,84,2.76944380336949,03/05/2021 11:00AM
73012,3664,14,3570,03/05/2021,37639,97.34583809346688,0.3719546215361726,80,2.1254549802067007,03/05/2021 11:00AM
73159,3619,19,3504,03/05/2021,33816,107.02034539862787,0.561864206292879,96,2.8388928317956,03/05/2021 11:00AM
74011,3566,27,3479,03/05/2021,27969,127.49830169115806,0.9653544996245844,60,2.1452322213879653,03/05/2021 11:00AM
74008,3513,25,3439,03/05/2021,28808,121.94529297417384,0.8678144959733407,49,1.7009164121077478,03/05/2021 11:00AM
74701,3388,27,3217,03/05/2021,25267,134.08794079233783,1.0685874856532236,144,5.699133256817192,03/05/2021 11:00AM
73120,3371,42,3231,03/05/2021,35771,94.23834950099243,1.174135472869084,98,2.739649436694529,03/05/2021 11:00AM
74017,3346,65,3165,03/05/2021,28375,117.92070484581498,2.290748898678414,116,4.0881057268722465,03/05/2021 11:00AM
74074,3277,17,3193,03/05/2021,32812,99.8719980494941,0.5181031330001219,67,2.0419358771181275,03/05/2021 11:00AM
74403,3270,53,3043,03/05/2021,30573,106.9571190265921,1.73355575180715,174,5.691296241781965,03/05/2021 11:00AM
74063,3162,41,3054,03/05/2021,31703,99.73819512348989,1.2932530044475286,67,2.113364665804498,03/05/2021 11:00AM
74136,3098,55,2971,03/05/2021,31835,97.31427673943773,1.7276582377885974,72,2.261661693105073,03/05/2021 11:00AM
74137,3037,33,2946,03/05/2021,28241,107.53868489076166,1.1685138628235545,58,2.0537516376898837,03/05/2021 11:00AM
73701,2941,37,2814,03/05/2021,23646,124.37621585046097,1.5647466801996108,90,3.806140573458513,03/05/2021 11:00AM
73533,2928,38,2817,03/05/2021,27582,106.15618881879486,1.3777101007903705,73,2.646653614676238,03/05/2021 11:00AM
73069,2921,27,2814,03/05/2021,24416,119.63466579292268,1.105832241153342,80,3.27653997378768,03/05/2021 11:00AM
73110,2903,41,2732,03/05/2021,33383,86.96042896084833,1.2281700266602762,130,3.894197645508193,03/05/2021 11:00AM
74037,2901,18,2832,03/05/2021,18419,157.50040718822956,0.9772517509093871,51,2.76887996090993,03/05/2021 11:00AM
74501,2887,23,2791,03/05/2021,28016,103.04825813820675,0.8209594517418618,73,2.605653912050257,03/05/2021 11:00AM
74066,2866,44,2764,03/05/2021,33041,86.74071608002178,1.331678823280167,58,1.7553948125056746,03/05/2021 11:00AM
74006,2777,58,2634,03/05/2021,27191,102.12938104519878,2.133058732668898,85,3.1260343496009706,03/05/2021 11:00AM
