Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active,ACT_RATE,Date
73099,3892,13,3317,12/04/2020,68676,56.67190867260761,0.1892946589783913,562,8.183353718911993,12/05/2020 12:00PM
74012,3494,39,2952,12/04/2020,62429,55.967579169937046,0.6247096701853305,503,8.057152925723623,12/05/2020 12:00PM
73160,2885,18,2344,12/04/2020,59401,48.568205922459214,0.3030252015959327,523,8.804565579704045,12/05/2020 12:00PM
73072,2701,20,2285,12/04/2020,46675,57.86823781467595,0.42849491162292447,396,8.484199250133905,12/05/2020 12:00PM
73013,2525,27,2093,12/04/2020,52254,48.32165958586902,0.5167068549776094,405,7.75060282466414,12/05/2020 12:00PM
74133,2379,21,2056,12/04/2020,46067,51.642173356198576,0.45585777237501895,302,6.555668917012178,12/05/2020 12:00PM
73170,2361,27,1882,12/04/2020,37699,62.6276559059922,0.7161993686835194,452,11.989707949812992,12/05/2020 12:00PM
73119,2270,29,1958,12/04/2020,32119,70.67467853918241,0.9028923690027709,283,8.810984152682213,12/05/2020 12:00PM
74055,2241,6,1873,12/04/2020,45378,49.385164617215395,0.1322226629644321,362,7.97743399885407,12/05/2020 12:00PM
73034,2161,8,1813,12/04/2020,44647,48.40190830290949,0.1791833717830985,340,7.615293300781687,12/05/2020 12:00PM
73071,2148,35,1800,12/04/2020,42656,50.35633908477119,0.8205176294073518,313,7.337771942985746,12/05/2020 12:00PM
74014,2104,14,1798,12/04/2020,40100,52.46882793017456,0.34912718204488774,292,7.281795511221945,12/05/2020 12:00PM
73703,1937,12,1620,12/04/2020,30331,63.862055322936925,0.3956348290527843,305,10.055718571758268,12/05/2020 12:00PM
73159,1918,7,1587,12/04/2020,33816,56.718713035249586,0.20700260231842915,324,9.581263307310149,12/05/2020 12:00PM
74074,1896,7,1721,12/04/2020,32812,57.78373765695477,0.21333658417652077,168,5.120078020236499,12/05/2020 12:00PM
73942,1892,13,1745,12/04/2020,13454,140.62732272929983,0.9662553887319756,134,9.959863237698825,12/05/2020 12:00PM
73505,1852,14,1492,12/04/2020,48713,38.01859873134482,0.28739761459979885,346,7.102826760823599,12/05/2020 12:00PM
73701,1790,23,1572,12/04/2020,23646,75.6999069610082,0.9726803687727311,195,8.24663790916011,12/05/2020 12:00PM
73120,1759,24,1474,12/04/2020,35771,49.173911828017104,0.6709345559251908,261,7.29641329568645,12/05/2020 12:00PM
73012,1724,5,1460,12/04/2020,37639,45.8035548234544,0.1328409362629188,259,6.8811604984191925,12/05/2020 12:00PM
74464,1709,6,1422,12/04/2020,31404,54.41981913132085,0.19105846388995032,281,8.947904725512673,12/05/2020 12:00PM
74820,1709,10,1453,12/04/2020,31480,54.288437102922494,0.3176620076238882,246,7.814485387547649,12/05/2020 12:00PM
74701,1694,12,1482,12/04/2020,25267,67.04397039616892,0.47492777140143266,200,7.915462856690545,12/05/2020 12:00PM
74136,1667,24,1463,12/04/2020,31835,52.3637505889744,0.7538872310350243,180,5.654154232762682,12/05/2020 12:00PM
73069,1661,10,1445,12/04/2020,24416,68.02916120576671,0.40956749672346,206,8.437090432503275,12/05/2020 12:00PM
73521,1653,33,1449,12/04/2020,20676,79.94776552524667,1.5960533952408589,171,8.270458502611724,12/05/2020 12:00PM
74017,1618,51,1331,12/04/2020,28375,57.02202643171806,1.7973568281938328,236,8.317180616740089,12/05/2020 12:00PM
73109,1591,9,1390,12/04/2020,23144,68.74351883857588,0.38886968544763223,192,8.29588662288282,12/05/2020 12:00PM
74011,1548,10,1314,12/04/2020,27969,55.3469913118095,0.3575387035646609,224,8.008866959848405,12/05/2020 12:00PM
74008,1530,8,1296,12/04/2020,28808,53.11024715356846,0.27770063871146905,226,7.845043043599,12/05/2020 12:00PM
74137,1511,9,1314,12/04/2020,28241,53.50377111292093,0.3186855989518785,188,6.656988066994795,12/05/2020 12:00PM
73107,1493,8,1281,12/04/2020,25328,58.946620341124444,0.31585596967782686,204,8.054327226784586,12/05/2020 12:00PM
73112,1435,15,1214,12/04/2020,33335,43.04784760761962,0.4499775011249437,206,6.179691015449227,12/05/2020 12:00PM
74037,1435,12,1278,12/04/2020,18419,77.90868125305391,0.6515011672729246,145,7.872305771214506,12/05/2020 12:00PM
74403,1424,15,1110,12/04/2020,30573,46.57704510515814,0.4906289863605142,299,9.779871128119584,12/05/2020 12:00PM
73162,1408,18,1156,12/04/2020,29747,47.33250411806233,0.6051030356002286,234,7.866339462802971,12/05/2020 12:00PM
74063,1405,11,1160,12/04/2020,31703,44.317572469482386,0.3469703182664101,234,7.381004952212725,12/05/2020 12:00PM
73036,1397,9,1260,12/04/2020,20920,66.77820267686424,0.43021032504780116,128,6.118546845124283,12/05/2020 12:00PM
73401,1374,11,1160,12/04/2020,35952,38.21762349799733,0.3059635068980864,203,5.646417445482866,12/05/2020 12:00PM
73110,1350,14,1064,12/04/2020,33383,40.43974478027739,0.41937513105472846,272,8.147859689063296,12/05/2020 12:00PM
74501,1343,16,1214,12/04/2020,28016,47.93689320388349,0.5711022272986864,113,4.0334094802969735,12/05/2020 12:00PM
74134,1343,7,1149,12/04/2020,16254,82.62581518395471,0.4306632213608958,187,11.504860342069644,12/05/2020 12:00PM
