Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active,ACT_RATE,Date
73099,7154,21,6512,01/19/2021,68676,104.1703069485701,0.30578367988817057,621,9.042460248121614,01/20/2021 11:00AM
74012,5985,61,5289,01/19/2021,62429,95.8689070784411,0.9771099969565425,635,10.171554886350895,01/20/2021 11:00AM
73160,5215,28,4602,01/19/2021,59401,87.7931347957105,0.47137253581589533,585,9.848319051867813,01/20/2021 11:00AM
73013,4428,36,3978,01/19/2021,52254,84.73992421632794,0.6889424733034792,414,7.9228384429900105,01/20/2021 11:00AM
74055,4279,25,3819,01/19/2021,45378,94.29679580413416,0.5509277623518004,435,9.586143064921327,01/20/2021 11:00AM
73072,4187,34,3745,01/19/2021,46675,89.70540974825924,0.7284413497589716,408,8.741296197107658,01/20/2021 11:00AM
74133,4169,40,3664,01/19/2021,46067,90.49862157292638,0.86830051880956,465,10.093993531161136,01/20/2021 11:00AM
73170,4079,37,3611,01/19/2021,37699,108.19915647629911,0.9814583941218601,431,11.432663996392478,01/20/2021 11:00AM
74014,3843,25,3442,01/19/2021,40100,95.8354114713217,0.6234413965087282,376,9.37655860349127,01/20/2021 11:00AM
73034,3655,14,3297,01/19/2021,44647,81.86440298340314,0.3135709006204224,344,7.704884986673236,01/20/2021 11:00AM
73071,3559,41,3121,01/19/2021,42656,83.43492123030758,0.9611777944486122,397,9.307014253563391,01/20/2021 11:00AM
73401,3314,14,2756,01/19/2021,35952,92.17846016911437,0.3894080996884735,544,15.131286159323542,01/20/2021 11:00AM
73119,3286,33,2982,01/19/2021,32119,102.30704567390019,1.027429247485912,271,8.43737351723279,01/20/2021 11:00AM
74464,3248,16,2826,01/19/2021,31404,103.42631511909312,0.5094892370398676,406,12.92828938988664,01/20/2021 11:00AM
74820,3224,27,2807,01/19/2021,31480,102.41423125794155,0.8576874205844981,390,12.388818297331639,01/20/2021 11:00AM
73505,3196,33,2753,01/19/2021,48713,65.60876973292551,0.6774372344138115,410,8.416644427565538,01/20/2021 11:00AM
73159,3117,11,2813,01/19/2021,33816,92.17530163236339,0.3252898036432458,293,8.66453749704282,01/20/2021 11:00AM
73012,3071,8,2746,01/19/2021,37639,81.59090305268471,0.21254549802067005,317,8.422115359069052,01/20/2021 11:00AM
73703,3024,17,2767,01/19/2021,30331,99.69997692130164,0.5604826744914444,240,7.912696581055685,01/20/2021 11:00AM
73120,2935,36,2621,01/19/2021,35771,82.04970506835146,1.0064018338877863,278,7.77165860613346,01/20/2021 11:00AM
74011,2890,17,2588,01/19/2021,27969,103.32868533018699,0.6078157960599235,285,10.189853051592834,01/20/2021 11:00AM
